tripID,deviceID,timeStamp,accData,gps_speed,battery,cTemp,dtc,eLoad,iat,imap,kpl,maf,rpm,speed,tAdv,tPos,x,y,z,mx,my,mz
1,0,22-12-2017 18:43,"[[-0.26779809056227977, 0.8866666666666666, -0.3023152018852641], [-0.22938541008880434, -0.3533333333333333, -0.8765868786723956], [-0.9082701099932204, -0.18666666666666665, 0.3371765483897867]]",27.2244,0,67,0,42.3529,39,98,0,0,1075.5,25,0,0,-0.267798091,-0.22938541,-0.90827011,-0.302315202,-0.876586879,0.337176548
1,0,22-12-2017 18:43,"[[-0.7708912066604842, 0.3141525590289453, -0.48600336303639746], [-0.23042051591606125, -0.905923331874786, -0.223545005166456], [-0.5308460088124421, -0.066137380848199, 0.841114097907496]]",26.2984,0,67,0,40.3922,39,98,0,0,1087.25,25,0,0,-0.770891207,-0.230420516,-0.530846009,-0.486003363,-0.223545005,0.841114098
1,0,22-12-2017 18:43,"[[-0.6104838235847103, 0.14382345374833605, 0.7363456812869238], [-0.11674747043385268, -0.9489158989361586, 0.08928610718377443], [0.7411208918559106, -0.030278621841754956, 0.6604865562321066]]",24.4464,0,67,0,44.3137,39,97,0,0,1107.25,26,0,0,-0.610483824,-0.11674747,0.741120892,0.736345681,0.089286107,0.660486556
1,0,22-12-2017 18:43,"[[-0.014344562172642183, 0.22618350713351745, -0.9529225950463928], [0.040770618076911964, -0.9323516089832313, -0.22751740497965622], [-0.9785490318582897, -0.04761758044916157, 0.043965773122758484]]",26.6688,0,67,0,45.4902,39,97,0,0,1148,27,0,0,-0.014344562,0.040770618,-0.978549032,-0.952922595,-0.227517405,0.043965773
1,0,22-12-2017 18:43,"[[-0.9003627063655887, 0.3141525590289453, 0.12099858836769141], [-0.3197818968491949, -0.905923331874786, -0.028381718366328176], [0.10522370065218138, -0.066137380848199, 0.9920873518751288]]",27.2244,0,67,0,45.098,39,98,0,0,1183.5,27,0,0,-0.900362706,-0.319781897,0.105223701,0.120998588,-0.028381718,0.992087352
1,0,22-12-2017 18:43,"[[-0.4290479405441344, 0.6031609635527071, -0.628452702388367], [-0.2148019701925375, -0.7418875329086826, -0.5777434558692337], [-0.8441658964294138, -0.12698125548478043, 0.5013103988706594]]",29.8172,0,67,0,41.9608,39,99,0,0,1183.5,28,0,0,-0.429047941,-0.21480197,-0.844165896,-0.628452702,-0.577743456,0.501310399
1,0,22-12-2017 18:43,"[[-0.891863742046969, 0.2066212199435699, -0.2936191196246073], [-0.1828345824842309, -0.9369824923702185, -0.10562208455006747], [-0.3089919600700244, -0.043499204198646294, 0.9489950418845995]]",29.8172,0,67,0,41.9608,39,99,0,0,1240,29,0,0,-0.891863742,-0.182834582,-0.30899196,-0.29361912,-0.105622085,0.948995042
1,0,22-12-2017 18:43,"[[-0.41498738608614283, 0.49746279887024153, 0.7236827603903042], [-0.3584826193747392, -0.8178320823077752, 0.3604547315018117], [0.8016708710887348, -0.1047290102884719, 0.5738552598394515]]",31.1136,0,67,0,40.3922,39,99,0,0,1287.75,30,0,0,-0.414987386,-0.358482619,0.801670871,0.72368276,0.360454732,0.57385526
1,0,22-12-2017 18:43,"[[-0.3818197461196963, 0.35960959393795283, 0.8183042414506254], [-0.23100925010968434, -0.8884873952116703, 0.28580654139693107], [0.8634672072476546, -0.07570728293430586, 0.47726665012729813]]",31.6692,0,67,0,39.2157,39,99,0,0,1316,31,0,0,-0.381819746,-0.23100925,0.863467207,0.818304241,0.285806541,0.47726665
1,0,22-12-2017 18:43,"[[-0.37178352939488324, 0.27840704935942323, 0.8540463576187584], [-0.1714214320841807, -0.9177921662633204, 0.22706947288739027], [0.8817711487211958, -0.058612010391457525, 0.4436086324908575]]",31.6692,0,67,0,34.5098,39,98,0,0,1333.5,31,0,0,-0.371783529,-0.171421432,0.881771149,0.854046358,0.227069473,0.443608632
1,0,22-12-2017 18:43,"[[0.2621931469857285, 0.32886646705487194, 0.8908363072978089], [-0.1534349356650449, 0.9408261077536414, -0.2982230705306731], [-0.9371233643819862, -0.06577329341097438, 0.29905854905962126]]",33.5212,0,68,0,32.549,39,98,0,0,1334.75,31,0,0,0.262193147,-0.153434936,-0.937123364,0.890836307,-0.298223071,0.299058549
1,0,22-12-2017 18:43,"[[0.10021459210312872, 0.43652669512362646, 0.8737334053692652], [-0.13681547283138243, 0.8930533902472529, -0.42362637331934727], [-0.9670817677981804, -0.0873053390247253, 0.1524032936528538]]",33.1508,0,68,0,33.3333,39,98,0,0,1320.25,31,0,0,0.100214592,-0.136815473,-0.967081768,0.873733405,-0.423626373,0.152403294
1,0,22-12-2017 18:43,"[[-0.015131120100400096, 0.35960959393795283, 0.9109592440654368], [-0.09513428223616696, -0.8884873952116703, 0.35496495754500007], [0.9747385663571031, -0.07570728293430586, 0.08747691877082393]]",33.1508,0,68,0,33.3333,39,98,0,0,1300.75,30,0,0,-0.01513112,-0.095134282,0.974738566,0.910959244,0.354964958,0.087476919
1,0,22-12-2017 18:43,"[[0.3340596838465018, 0.8946135105917713, -0.24785717994220374], [-0.3566054307050796, 0.37784540423670854, 0.8397495063757473], [0.8570875578223499, -0.17892270211835426, 0.4602131130404758]]",32.9656,0,68,0,25.4902,39,97,0,0,1244.75,29,0,0,0.334059684,-0.356605431,0.857087558,-0.24785718,0.839749506,0.460213113
1,0,22-12-2017 18:43,"[[-0.2774485406458781, 0.8866666666666666, -0.2928251831551713], [-0.2576857849142386, -0.3533333333333333, -0.8686888156729974], [-0.8975089982394439, -0.18666666666666665, 0.36645801135893136]]",32.2248,0,68,0,26.2745,39,97,0,0,1167,27,0,0,-0.277448541,-0.257685785,-0.897508998,-0.292825183,-0.868688816,0.366458011
1,0,22-12-2017 18:43,"[[-0.6183844272718569, 0.7400785578044798, -0.07175689022542842], [-0.6869389650124784, -0.6032240486774568, -0.31639633926084504], [-0.2845701694914066, -0.1558060121693642, 0.9447401284725951]]",31.2988,0,68,0,27.8431,39,98,0,0,1044.5,27,0,0,-0.618384427,-0.686938965,-0.284570169,-0.07175689,-0.316396339,0.944740128
1,0,22-12-2017 18:43,"[[-0.2504905185706198, 0.49746279887024153, 0.7998535135283101], [-0.2732808595354918, -0.8178320823077752, 0.42866650635121945], [0.90141691307349, -0.1047290102884719, 0.38997213844971784]]",28.5208,0,68,0,40.7843,38,100,0,0,1044.5,24,0,0,-0.250490519,-0.27328086,0.901416913,0.799853514,0.428666506,0.389972138
1,0,22-12-2017 18:43,"[[-0.16313571383990388, 0.9507396501424252, 0.15151048796505032], [-0.6246937452687757, 0.020000000000000018, -0.7550878919848139], [-0.7325428553596156, -0.2376849125356063, 0.6260419518602013]]",25.7428,0,68,0,40.7843,38,98,0,0,889,20,0,0,-0.163135714,-0.624693745,-0.732542855,0.151510488,-0.755087892,0.626041952
1,0,22-12-2017 18:43,"[[0.45510062030499854, 0.1759267551409766, 0.8603122846012211], [-0.12130190395949897, 0.982967501824293, -0.13557078787880816], [-0.869697245198584, -0.04629651451078332, 0.4693142936054303]]",21.298,0,68,0,40.7843,38,98,0,0,889.5,14,0,0,0.45510062,-0.121301904,-0.869697245,0.860312285,-0.135570788,0.469314294
1,0,22-12-2017 18:43,"[[0.2799853314885924, 0.1899110371150147, -0.9256032764595565], [0.007597971828230262, 0.979550503317969, 0.19901030728665742], [0.9448544322988933, -0.05997190645737306, 0.27308787446458976]]",17.594,0,68,0,41.1765,38,97,0,0,873,10,0,0,0.279985331,0.007597972,0.944854432,-0.925603276,0.199010307,0.273087874
1,0,22-12-2017 18:43,"[[0.17604414175416438, 0.3132621021385869, -0.9153781083180436], [0.05057510509137455, 0.943298827355835, 0.32459426080622], [0.9661740964076829, -0.09892487435955376, 0.15084909118424872]]",11.6676,0,68,0,40.3922,38,98,0,0,851.75,7,0,0,0.176044142,0.050575105,0.966174096,-0.915378108,0.324594261,0.150849091
1,0,22-12-2017 18:43,"[[0.9730891867602607, 0.22563481990377784, -0.03331561387179583], [-0.22165459720626324, 0.9700413469632752, 0.09322380917734885], [0.053760967420555666, -0.08312861785928657, 0.9949868672319696]]",9.26,0,68,0,60.3922,38,97,0,0,985,8,0,0,0.973089187,-0.221654597,0.053760967,-0.033315614,0.093223809,0.994986867
1,0,22-12-2017 18:43,"[[0.043281777354757946, 0.21434237718706417, 0.9559891757676976], [-0.09059688839796075, 0.972632787498063, -0.21138348089734427], [-0.9755255827787455, -0.0833553689060805, 0.06244667029014531]]",8.7044,0,68,0,64.7059,38,97,0,0,806.25,11,0,0,0.043281777,-0.090596888,-0.975525583,0.955989176,-0.211383481,0.06244667
1,0,22-12-2017 18:43,"[[0.3264595427020089, 0.1371623211326909, -0.9206894407716253], [0.018629165571169348, 0.9882046197601709, 0.15044191060068554], [0.930664011809309, -0.06454697465067807, 0.32016359737057914]]",11.2972,0,68,0,68.2353,38,99,0,0,974,15,0,0,0.326459543,0.018629166,0.930664012,-0.920689441,0.150441911,0.320163597
1,0,22-12-2017 18:43,"[[0.12450282968437901, 0.3061005733016679, -0.9250846434853126], [0.19398556374568324, -0.8983017199050036, -0.2819424627078753], [-0.9549077231053413, -0.15305028665083395, -0.13851451072337323]]",14.0752,0,68,0,61.1765,38,100,0,0,1234,19,0,0,0.12450283,0.193985564,-0.954907723,-0.925084643,-0.281942463,-0.138514511
1,0,22-12-2017 18:43,"[[0.04464764224077007, 0.2667222164363905, -0.9426832728924546], [0.1454469202860162, -0.9135277575273667, -0.26032886759873397], [-0.9688331575205733, -0.13336110821819525, -0.04306447259377154]]",18.7052,0,68,0,52.1569,38,104,0,0,1487.75,22,0,0,0.044647642,0.14544692,-0.968833158,-0.942683273,-0.260328868,-0.043064473
1,0,22-12-2017 18:43,"[[-0.15733806188324578, 0.2667222164363905, -0.9261805823200752], [0.08646553285416968, -0.9135277575273667, -0.28539382886490455], [-0.9599348537456793, -0.13336110821819525, 0.16539563741418184]]",22.7796,0,69,0,34.1176,38,107,0,0,1657.75,22,0,0,-0.157338062,0.086465533,-0.959934854,-0.926180582,-0.285393829,0.165395637
1,0,22-12-2017 18:43,"[[-0.30262125065306655, 0.19127641429791253, -0.9053887904985263], [0.027970785616126516, -0.9363820714895625, -0.21201643446994864], [-0.9249503574673982, -0.09563820714895627, 0.3293867637024336]]",26.1132,0,69,0,25.8824,38,101,0,0,1657.75,25,0,0,-0.302621251,0.027970786,-0.924950357,-0.90538879,-0.212016434,0.329386764
1,0,22-12-2017 18:43,"[[0.07747646792274757, 0.14858721654146506, -0.9669634402166325], [0.06623962140584837, 0.9858169075195229, 0.15234833016950056], [0.9760680141215238, -0.07429360827073253, 0.0666014117702425]]",26.1132,0,69,0,25.8824,38,98,0,0,1278.25,25,0,0,0.077476468,0.066239621,0.976068014,-0.96696344,0.15234833,0.066601412
1,0,22-12-2017 18:43,"[[-0.09455847073881316, 0.1213209542756739, -0.9656902105932444], [0.046440979557981016, -0.9505676342053911, -0.1274429395872733], [-0.9721726144053225, -0.06066047713783695, 0.1277066122098838]]",27.2244,0,69,0,56.8627,38,101,0,0,1150.5,27,0,0,-0.094558471,0.04644098,-0.972172614,-0.965690211,-0.12744294,0.127706612
1,0,22-12-2017 18:43,"[[0.21499342807633745, 0.1746106780494506, -0.9443985779945611], [0.05172944531604133, 0.9803587292719783, 0.18824233211051597], [0.9590107546291297, -0.0873053390247253, 0.20186849722655345]]",29.0764,0,69,0,55.6863,38,102,0,0,1242.75,29,0,0,0.214993428,0.051729445,0.959010755,-0.944398578,0.188242332,0.201868497
1,0,22-12-2017 18:43,"[[-0.06672794537739489, 0.16056945642173195, -0.9628580960635088], [0.06670144972828419, -0.9434167385303917, -0.1666706468566324], [-0.9738732874942, -0.08028472821086598, 0.09433157015257111]]",31.8544,0,69,0,43.1373,38,101,0,0,1310.75,31,0,0,-0.066727945,0.06670145,-0.973873287,-0.962858096,-0.166670647,0.09433157
1,0,22-12-2017 18:43,"[[-0.11066529188766472, 0.16056945642173195, -0.9578851868362623], [0.0590104262158645, -0.9434167385303917, -0.16954632852788382], [-0.9694556983657033, -0.08028472821086598, 0.13878556866208114]]",31.6692,0,69,0,32.549,38,99,0,0,1372.5,32,0,0,-0.110665292,0.059010426,-0.969455698,-0.957885187,-0.169546329,0.138785569
1,0,22-12-2017 18:43,"[[-0.6591531246417164, 0.14858721654146506, -0.6907046202030597], [-0.05027624441553797, -0.9458169075195229, -0.1583350889629155], [-0.7047150718814393, -0.07429360827073253, 0.6969469161117824]]",32.7804,0,69,0,29.8039,37,99,0,0,1377,32,0,0,-0.659153125,-0.050276244,-0.704715072,-0.69070462,-0.158335089,0.696946916
1,0,22-12-2017 18:43,"[[0.5093094923929118, 0.1746106780494506, -0.8309556737668393], [0.16469068145195323, -0.9403587292719783, -0.10482409338507233], [-0.832978511185662, -0.0873053390247253, -0.4888463202978828]]",33.7064,0,69,0,28.2353,37,98,0,0,1382.5,32,0,0,0.509309492,0.164690681,-0.832978511,-0.830955674,-0.104824093,-0.48884632
1,0,22-12-2017 18:43,"[[-0.227797644512565, 0.23595627204810762, -0.9183250868048765], [0.05636028873490243, -0.9238250881924305, -0.25771635716863056], [-0.9464775989043497, -0.11797813602405381, 0.24508068373929154]]",31.8544,0,69,0,27.8431,37,97,0,0,1350.75,32,0,0,-0.227797645,0.056360289,-0.946477599,-0.918325087,-0.257716357,0.245080684
1,0,22-12-2017 18:43,"[[-0.09262038698374225, 0.19127641429791253, -0.9545312890466008], [0.07454086518567944, -0.9363820714895625, -0.20044199348116576], [-0.9706494258242789, -0.09563820714895627, 0.11535735671845586]]",31.1136,0,69,0,24.3137,37,96,0,0,1302.25,30,0,0,-0.092620387,0.074540865,-0.970649426,-0.954531289,-0.200441993,0.115357357
1,0,22-12-2017 18:43,"[[-0.14497338123412415, 0.1213209542756739, -0.9583658015276945], [0.039703210742228004, -0.9505676342053911, -0.12970012524939376], [-0.9651981343438965, -0.06066047713783695, 0.17847040093491093]]",31.8544,0,69,0,25.4902,37,98,0,0,1242.25,30,0,0,-0.144973381,0.039703211,-0.965198134,-0.958365802,-0.129700125,0.178470401
1,0,22-12-2017 18:43,"[[-0.25602211636302946, 0.17973668885615626, 0.9229878189648546], [-0.1446671813142603, -0.9385956738995, 0.14340760311695488], [0.9291303449619226, -0.09585956738995001, 0.31652612938955393]]",29.2616,0,69,0,28.6275,37,99,0,0,1242.25,29,0,0,-0.256022116,-0.144667181,0.929130345,0.922987819,0.143407603,0.316526129
1,0,22-12-2017 18:43,"[[-0.200963057882091, 0.16056945642173195, 0.9411656478621738], [-0.11580347733391623, -0.9434167385303917, 0.137177777197461], [0.9477156122428125, -0.08028472821086598, 0.2561979693548159]]",27.9652,0,69,0,28.6275,37,99,0,0,1235,28,0,0,-0.200963058,-0.115803477,0.947715612,0.941165648,0.137177777,0.256197969
1,0,22-12-2017 18:44,"[[-0.25375528752525295, 0.2667222164363905, -0.9023953134913908], [0.0559730033528955, -0.9135277575273667, -0.29290433390713544], [-0.9393215985207745, -0.13336110821819525, 0.2655397103671665]]",26.1132,0,70,0,32.549,37,98,0,0,1144.25,27,0,0,-0.253755288,0.055973003,-0.939321599,-0.902395313,-0.292904334,0.26553971
1,0,22-12-2017 18:44,"[[-0.44026762975419875, 0.23595627204810762, -0.8323931443023851], [-0.006921620311931993, -0.9238250881924305, -0.2637163136228174], [-0.8651622970129416, -0.11797813602405381, 0.46494422037776895]]",22.224,0,70,0,36.4706,37,97,0,0,1135.75,26,0,0,-0.44026763,-0.00692162,-0.865162297,-0.832393144,-0.263716314,0.46494422
1,0,22-12-2017 18:44,"[[-0.2926882186664891, 0.1746106780494506, -0.9122155386849584], [0.02754469848597438, -0.9403587292719783, -0.19326769180705777], [-0.9283681206786963, -0.0873053390247253, 0.3215135325077187]]",23.5204,0,70,0,28.6275,37,97,0,0,1093.75,26,0,0,-0.292688219,0.027544698,-0.928368121,-0.912215539,-0.193267692,0.321513533
1,0,22-12-2017 18:44,"[[-0.9071457892978319, 0.23595627204810762, 0.21242721828536898], [-0.25536747122012093, -0.9238250881924305, -0.06619408992645352], [0.18864819116530396, -0.11797813602405381, 0.9744071559823662]]",24.4464,0,70,0,28.6275,37,97,0,0,1022,24,0,0,-0.907145789,-0.255367471,0.188648191,0.212427218,-0.06619409,0.974407156
1,0,22-12-2017 18:44,"[[-0.2942409471845084, 0.12923857278557424, -0.9192116287433112], [0.01997038123643061, -0.9492892958918069, -0.14310641055814668], [-0.9280376129154759, -0.06461928639278712, 0.3281729008855781]]",22.7796,0,70,0,29.4118,37,97,0,0,941.25,22,0,0,-0.294240947,0.019970381,-0.928037613,-0.919211629,-0.143106411,0.328172901
1,0,22-12-2017 18:44,"[[-0.2586532046969745, 0.1213209542756739, -0.9316832173897659], [0.02387120805740254, -0.9505676342053911, -0.13352390369829062], [-0.9392457383123897, -0.06066047713783695, 0.29301602439311836]]",23.5204,0,70,0,42.3529,37,98,0,0,807.5,18,0,0,-0.258653205,0.023871208,-0.939245738,-0.931683217,-0.133523904,0.293016024
1,0,22-12-2017 18:44,"[[0.5406661859294652, 0.18514540047161845, -0.8093379414767776], [-0.0251410371422141, 0.9783997200883779, 0.20307118157417803], [0.8298642365357586, -0.08712724728076163, 0.5339398716778061]]",23.5204,0,70,0,39.2157,37,98,0,0,894.25,16,0,0,0.540666186,-0.025141037,0.829864237,-0.809337941,0.203071182,0.533939872
1,0,22-12-2017 18:44,"[[0.25249163774034, 0.9133645781104699, 0.26853823905339375], [-0.7409049777412153, 0.020000000000000018, 0.6414513340529345], [0.5978356399037313, -0.3551973359318494, 0.7105269004230126]]",20.372,0,70,0,40.3922,37,98,0,0,870.5,15,0,0,0.252491638,-0.740904978,0.59783564,0.268538239,0.641451334,0.7105269
1,0,22-12-2017 18:44,"[[-0.12267252225298891, 0.8566741305991069, -0.4540418321655336], [0.3555091806571873, -0.3607440580440475, -0.8300886607661897], [-0.9020298076352166, -0.28555804353303565, -0.23534061547501434]]",17.0384,0,70,0,40.3922,37,97,0,0,875.25,15,0,0,-0.122672522,0.355509181,-0.902029808,-0.454041832,-0.830088661,-0.235340615
1,0,22-12-2017 18:44,"[[-0.4581180951188003, 0.27778671202587024, -0.8090967987464949], [-0.06195300338245093, -0.9157026089292472, -0.28464443260828803], [-0.8532085984633909, -0.08772211958711694, 0.4940674184578389]]",13.7048,0,70,0,57.2549,37,98,0,0,875.25,13,0,0,-0.458118095,-0.061953003,-0.853208598,-0.809096799,-0.284644433,0.494067418
1,0,22-12-2017 18:44,"[[-0.37163986662070014, 0.1638066819561364, 0.883281147664684], [-0.09832977275703549, -0.9455972831098568, 0.1354737710422674], [0.8929442707486677, -0.034485617253923455, 0.4223198622237609]]",12.2232,0,70,0,57.2549,37,96,0,0,931.25,14,0,0,-0.371639867,-0.098329773,0.892944271,0.883281148,0.135473771,0.422319862
1,0,22-12-2017 18:44,"[[-0.3031483364599481, 0.5165053511608353, 0.7675919325171353], [0.08682949226807218, 0.8464085618573365, -0.5195281784093696], [-0.9211057441551632, -0.10330107023216706, -0.2982657646892797]]",14.6308,0,70,0,64.3137,36,105,0,0,1230.75,19,0,0,-0.303148336,0.086829492,-0.921105744,0.767591933,-0.519528178,-0.298265765
1,0,22-12-2017 18:44,"[[-0.7514605585767012, 0.6031609635527071, 0.03801918734920391], [-0.6021633954843318, -0.7418875329086826, -0.13163066640073343], [-0.05145728033334014, -0.12698125548478043, 0.9903751383131189]]",19.6312,0,70,0,63.1373,36,119,0,0,1546.25,23,0,0,-0.751460559,-0.602163395,-0.05145728,0.038019187,-0.131630666,0.990375138
1,0,22-12-2017 18:44,"[[-0.3099632754098808, 0.7400785578044798, -0.5511877766776258], [-0.16484713068047424, -0.6032240486774568, -0.7381173407097908], [-0.9079370354750366, -0.1558060121693642, 0.35432742362044145]]",24.4464,0,70,0,58.8235,36,125,0,0,1865.5,28,0,0,-0.309963275,-0.164847131,-0.907937035,-0.551187777,-0.738117341,0.354327424
1,0,22-12-2017 18:44,"[[-0.32545284063264573, 0.3141525590289453, 0.861609252825433], [-0.18141944636799884, -0.905923331874786, 0.2648640556387814], [0.8989712561469164, -0.066137380848199, 0.4045471719778675]]",26.4836,0,70,0,23.5294,36,104,0,0,1997,30,0,0,-0.325452841,-0.181419446,0.898971256,0.861609253,0.264864056,0.404547172
1,0,22-12-2017 18:44,"[[-0.22957742213979493, 0.1901089023875989, 0.9284232416258422], [-0.08870912558956395, -0.9405502436426051, 0.17284073731405722], [0.9435262589855088, -0.04002292681844188, 0.28183270218537654]]",27.78,0,70,0,49.4118,36,104,0,0,1267.5,29,0,0,-0.229577422,-0.088709126,0.943526259,0.928423242,0.172840737,0.281832702
1,0,22-12-2017 18:44,"[[0.16835797862050042, 0.8866666666666666, 0.3901437330034424], [-0.12777076027466375, -0.3533333333333333, 0.8970489702580661], [0.9602419189967045, -0.18666666666666665, 0.07908479125021944]]",28.1504,0,70,0,44.7059,36,100,0,0,1303.75,31,0,0,0.168357979,-0.12777076,0.960241919,0.390143733,0.89704897,0.079084791
1,0,22-12-2017 18:44,"[[-0.08494220375483885, 0.8946135105917713, 0.38607486390303175], [-0.21303941618117728, 0.37784540423670854, -0.8871081522677208], [-0.9507898511365489, -0.17892270211835426, 0.17615801497971748]]",30.1876,0,70,0,41.1765,36,101,0,0,1356,32,0,0,-0.084942204,-0.213039416,-0.950789851,0.386074864,-0.887108152,0.176158015
1,0,22-12-2017 18:44,"[[-0.29603681203991733, 0.7400785578044798, -0.5592892469140517], [-0.1462847764797487, -0.6032240486774568, -0.7420192378370988], [-0.9160357512706128, -0.1558060121693642, 0.33145302850664987]]",30.558,0,71,0,32.1569,36,100,0,0,1373.25,32,0,0,-0.296036812,-0.146284776,-0.916035751,-0.559289247,-0.742019238,0.331453029
1,0,22-12-2017 18:44,"[[-0.44993646713264096, 0.3141525590289453, 0.8005422453028056], [-0.21884732523360162, -0.905923331874786, 0.2348868487761562], [0.831664334390378, -0.066137380848199, 0.5341597823221396]]",32.0396,0,71,0,32.9412,36,99,0,0,1394.75,32,0,0,-0.449936467,-0.218847325,0.831664334,0.800542245,0.234886849,0.534159782
