,timeStamp,tripID,accData,gps_speed,battery,cTemp,dtc,eLoad,iat,imap,kpl,maf,rpm,speed,tAdv,tPos,deviceID
17,46:16.0,0,fda8fdc802e011e83c0fd34311182709ee3cfad85000f73b00eb4dfdf34300ef4602ec4e0bf5390ae24911064008e84107f43b0bee3c07e2380ae14400f63713e64308df3511d64007e93910d7320fe145,5.3,14.64,,,32.54901961,,,0,0,1664.5,11,,16.8627451,1
18,46:17.0,0,fcf8fde002b812fb4013e73c0aeb4601d84a0af63c05d54b0fe63b0ce93a10e83e0bdf400ef33011eb3c0be0330ed73d06e63709e64400e53e06f13bffe64105e6460be04109ea4108e7410bde330aeb38,5.7,14.54,,,18.82352941,,,0,0,1534.5,11,,16.47058824,1
19,46:18.0,0,fc68ff5803780df23cfce63f07eb3dfdea410afa390adc4a0ef44004e13e08fe4412ea4b22fb3711d72915ee312011340b2b3eefaf3cfee4470bf42f0cea4ff9dc4403da40071d3507e2460adb550afd1e,5,14.62,,,21.17647059,,,0,0,1534.5,10,,15.29411765,1
20,46:19.0,0,fc00ff600368f8ea3cfeee3dfe0d3e07e640f4ed4605eb4d01ef4306df48f9f6360bde43020f1e0ae1470fde3e0af041ffeb3c05db42fbf335f8cb55ffee3905eb4d05fe2dfdd0450c0035fce940fee13f,4.5,14.58,,,21.17647059,,,0,0,1201,8,,14.90196078,1
21,46:20.0,0,fc78ff58036803ec3b01ed43fef44101f136fbd93f00e14002f83808e03a09e43b00f42cfec743fbe83a01f73f0ae13f02e04504e74000d8380df13effee3dfad43803dd49ffe73afaec3b09e63bfcde44,3.8,14.64,,,27.84313725,,,0,0,1031,7,,14.50980392,1
22,46:21.0,0,fcb0ff3002e802e941ffee3b04e631fbdb3efedb49fdea3df5e241f9ed41fce642fbe73cfeed3bfde840ffe53ff8d63c05eb3903ee3905e83a07e439fced3cfcde3cffe142fce73e01f13108dd4104e43b,3.9,14.58,,,26.2745098,,,0,0,1003.5,6,,14.50980392,1
23,46:22.0,0,fc30ff3803d0fd0d42f9f647f8e546f7ee43fcf33c00f13c01f83efafd46fcfd4afcfe42fff949fcf041fee83f02d94501ff31fedf4102e940feed3800ec3cfde33cfee83dfce33dfee63d01ed3b01e842,1.7,14.58,,,23.52941176,,,0,0,934,0,,14.11764706,1
24,46:23.0,0,fc70ff0003b802eb3d00e93bfde93cfde83afeed3ffde93f02e93f00e93dfde43bfdeb3f03d640fff138ffe740ffe441ffe94103ee3d03ef3b01ee3802f03fffed3e01eb3a05ef3901ef3afcf13efdfa48,0,14.5,,,24.31372549,,,0,0,918.5,0,,13.33333333,1
25,46:24.0,0,fc40ff080398ffe63dfee33efae542fee037fee03c03de3901e638fcec3cfbe83afde33afee73dffe54001e83f00eb3e01e93c01e83efee73bfee73fffec3c02e93c02e73dffe63bffe540ffec3f01eb3e,0,14.52,,,26.2745098,,,0,0,864,0,,13.33333333,1
26,46:25.0,0,fc80ff18037000e33c00ef3bffe63cffe83effe53c00e73dfee63d01e53d00ed3f00ea3dfeeb3fffe73d00e53effe53d01e73e01ee3a00e93e00eb3e00e33cfee73dffe83c00ec3d00ec3c01e93d00eb3d,0,14.54,,,27.84313725,,,0,0,834,0,,13.33333333,1
27,46:26.0,0,fc60fed8039000e83e00eb3cffe83c01ea3f02ee3e00e53c01ea3ffee23e00ee3bffe73b00ec3c01e33d00e73e02e93f01ec3fffea3b00e83bffed3c02e63dffe53efee93f00e93f00ee3c00e63c00eb3d,0,14.26,,,55.68627451,,,0,0,351.5,0,,13.33333333,1
28,46:27.0,0,fc28ff58037800e73c01e939ffe73dffec3e00e33d00e73d02e83f01ed3c02e83e00e63c00e93e00e53cffef3c01e33cffeb3e01e73d00ee3e01e43affed3f02e73b01e940fee63b00ea3fffe93f01e93d,0,13.56,,,66.66666667,,,0,0,0,0,,10.19607843,1
29,46:28.0,0,fcb0ff28038801e93effe83d01eb3dffe53e00ea3e00e73d01e93e00e93e00e93d00e83e00e83d00e63c01ea3effe83d01ea3f00e83c00e83d01e83bffe83b01e93f05e53e00e93afee93ffee83c02e83e,0,13.52,,,66.66666667,,,0,0,0,0,,18.43137255,1
30,46:29.0,0,fc48ff0803a000e83d00ea3d00e93dffe83effe83e00e73cffe73e00e83e00e93effe73d01e93c01e93e00e83d00e93d00e83effe73d00e93effe83dffea3e01e93e00e83c01e83e01e93effe83dffe83d,0,13.48,,,66.66666667,,,0,0,0,0,,11.76470588,1
31,46:30.0,0,fc68ff1003d000e93e00e93e00e83d01ea3efee73e00e13605e845f8e53802ea4003e83effe93c02ea3f01e93cffe83d00e93e02e83e00e93effea3effe73d00e83d01e93d00e93d00ea3fffe84000e83d,0,13.44,,,66.66666667,,,0,0,0,0,,10.19607843,1
32,46:31.0,0,fc48fef003a001ea3dffe93e01e83e00e93d01e83effe93d00e93e00e93dffe93e00e93d01e93effe83b00e73cffe93d00e93e00e83dffe83d00e83c00e83d00e93d00e83d01e83d00e93d00e93dffe83d,0,13.42,,,66.66666667,,,0,0,0,0,,20.39215686,1
33,46:32.0,0,fc70fef80380ffe93f01e83e00e93c00e83e00e83d00e73f00e83d00e93effea3fffea3e01e93e00e83cffe83e00e83d01e93cffe93d00e83d01e93e00e83dffe83e00ea3cffe83d00ea3e01e93dffe83d,0,13.38,,,66.66666667,,,0,0,0,0,,20.39215686,1
34,46:33.0,0,fc88ff000388ffe93e02e93d00e93e00e93e00e83dffe93e00e83b00e83e01e93d02e93d01ea3d00e83dffea3effe73d00e93e00e93d01e93f00e83d01ea3effe83bffe93e01e83f00e93cfee83b01e93d,0,13.38,,,66.66666667,,,0,0,0,0,,20.39215686,1
35,46:34.0,0,fc60ff30039000e93c00e93d00e83e00e93effe93dffea3e00e83e00e83effe83fffe93f01e83effe83d00e73effe93e00e73c00e93e00ea3e00e83d00e83e00e93effe93e00ea3d00e83d02e83d01e83e,0,13.36,,,66.66666667,,,0,0,0,0,,20.39215686,1
36,46:35.0,0,fc38ff18037800e93d00e73cfb044be7f75508d425f2da3f09ef43fbe537ffe84100eb41feeb3cfeeb3dffe63d04e63d00e73c00ea3d02ea3d01e93c01e93e00e83dffe83dfee83dfee73dfee73dffe73c,0,13.34,,,66.66666667,,,0,0,0,0,,20.39215686,1
37,46:36.0,0,fc90ff100348ffe93dffe83d00e93f00e83e00e93dffea3dffe93dfee73d00e83d02e73c01e93e01e93dffe93cffe93d00e83dfeea3e00e83cffe83d00e83e00e93d00e93cffe83effe83dffe73dffe83c,0,13.32,,,66.66666667,,,0,0,0,0,,20.39215686,1
38,46:37.0,0,fc40ff480368ffe83dffe83d00e83dffe93d00e83dffe73effe83d00e83effe83e00e93e00e93e01e83e00e93d01e93d00e73c00e93e00e83e00e93e00e93effe93e00ea3e00ea3e01e83cffe73d00e93f,0,13.3,,,66.66666667,,,0,0,0,0,,20.39215686,1
39,46:38.0,0,fc40ff38033800e83dffe83c00e93d01e93d01e93d00e83e01e83efee93dfee73e01e83dffe83dffe83dffe83dffe83e00e73d00e83e00e73c00e83dffe73e00e83d00e83c01e93e01e93dffe73dfee83f,0,13.28,,,66.66666667,,,0,0,0,0,,20.39215686,1
40,46:39.0,0,fcb8ff5003b000e93d00e83f00e83e00e93d00ea3f00e93d00e83d00e83c00ea3effe83e00e93effe83effe83effea3e00ea3e00e93e00e93d00e93c00e93efee93e00e83dffe73f00e93d00e93e00e93d,0,13.26,,,66.66666667,,,0,0,0,0,,20.39215686,1
41,46:40.0,0,fc50ff20039000e83dffe83d00e83c00e83d01e93e01e93e01e93d00e83e01e73d00e83e01ea3e00e83cffe73e00e83e00e83d00e93d00e93c00e93cffe93f01e93d00e83dfee83e01e83d00e93d00e83e,0,13.24,,,66.66666667,,,0,0,0,0,,20.39215686,1
42,46:41.0,0,fc30fef8038000e83c00e83e00e93effe93d00e83cffe83c00e83d01e93e00e93d01ea3e00e93f00e83c00e93d01e93e00e93e00e93c00e93effe93dffe93d00e83d00e93d00e83d01e93e00e93e00e83d,0,13.24,,,66.66666667,,,0,0,0,0,,20.39215686,1
43,46:42.0,0,fc90ff280378ffe83e00e83c00e93d00e93dfee83d00e83cffe93cffe83e00e83d00e83dffe83e01ea3e01e83e00e83effe93f00e83dffe83e00e93dffe83dffe93d00e83d00e83d01ea3e00e73e00e93e,0,13.22,,,66.66666667,,,0,0,0,0,,20.39215686,1
44,46:43.0,0,fc70ff2803a000e83e00e93d00e83f00e83f00e93e00e83d00e83e00e93d00e83d00e93c00e83dffe93d00e93fffe83e00e83e00e93cffe83effe83dffe73e00e83e01e93d00e83e00e93f00e83c00e83e,0,13.2,,,66.66666667,,,0,0,0,0,,20.39215686,1
45,46:44.0,0,fc40ff1803d800e93f00e93d00e93e00e93f00e93effe83c00e93effe93c00e73c00e83d01e83d00e93e00e83d01ea3effe93effe83dffe93e00e83d01e83e00e73dffe83cffe93d00e83e00e93d00eb3e,0,13.2,,,66.66666667,,,0,0,0,0,,20.39215686,1
46,46:45.0,0,fc68ff300378ffe83c00e83cffe83f00e93d00e93dffe83d00e93e00e93effe93effe83d00e83e00e93e00e93d00e83e00e93f00e93dffe93e01ea3effe83f00e83d00ea3d00e83d01e93effe93e00e93d,0,13.18,,,66.66666667,,,0,0,0,0,,20.39215686,1
47,46:46.0,0,fc78ff18036000e83e00e83effe83effe83e00e83cffe83d00e83e01e83e00ea3e00e83c00e93f00e83d00e83e00e73effe83e00e93effe83effe83d00e93d01e93d00e73dffe93d01e83dffe83e00e93d,0,13.18,,,66.66666667,,,0,0,0,0,,20.39215686,1
48,46:47.0,0,fc58ff2803d800e83dffe83d00e93d00e83d00e83d01e93dffe83e00e93e01ea40ffe83effe93c00e83e00e93d00e93e00e83effe83d00e83c01e93effe83fffe83d00e93dffe93d00e93e01e93dffe83e,0,13.16,,,66.66666667,,,0,0,0,0,,20.39215686,1
49,46:48.0,0,fc48fee80368ffe83d00e83e00e93d00e73effe93dffe83d00e83d00ea3dffe73d00e83dffe83effe83e00e83d00e83e00e93e00ea3e00e83e00e83d01e83cffe93e00e93c00ea3f00e73d00e93e00e83e,0,13.16,,,66.66666667,,,0,0,0,0,,20.39215686,1
50,46:49.0,0,fcb0ff18039800e93e00e93fffe940ffe93dffe83f00ea3fffe93e00e93e01e73d00e83e00e93dffe93c00e93cffe93d00e83c00e93d00e83d00e83dffe93d00e93d01e83e00e83effea3dffe83d00e93d,0,13.14,,,66.66666667,,,0,0,0,0,,20.39215686,1
51,46:50.0,0,fca0ff48032001e93cffe73c01e93dffe83dffe93e00e93effe93e00e93dffe93e00e93dffe93f01e83b00e83e01e93e00e93e00e83e00e93effe83e00ea3e00e93e01e93effe83d00e83effe83b00e93e,0,13.14,,,66.66666667,,,0,0,0,0,,20.39215686,1
52,46:51.0,0,fc70ff1003a000e83dffe83effe83cffe83d00e73dffe93e01e83d00e83c00e83d00e83dffe93effe93e00e83dfee83c00e93e01e83dffe83e00ea3effe93dffe83d00e73d00ea3d00e93e00e83dffe83e,0,13.12,,,66.66666667,,,0,0,0,0,,20.39215686,1
53,46:52.0,0,fc90ff0803b000e83dffe83c00e93effe83d00e83dffe83dffe83dffe83c00e83c00e93d00e93d00e93f01e83effe83d00e93d00e83e00e83d00e93f00e93effe83d00e93e00e93e00e93d00e83d00e93d,0,13.12,,,66.66666667,,,0,0,0,0,,20.39215686,1
54,46:53.0,0,fc48ff3003c000e73dffe93e00e83d00e93e00e83dffe73e00e83e00e83e00e93f00e83effe83dffe83dffe73effe93c00e83effe93d00e83e00e93d01e93e00e83e00e83d00ea3e00e93e00e93cffe83e,0,13.1,,,66.66666667,,,0,0,0,0,,20.39215686,1
55,46:54.0,0,fc68ff0803a000e93e00e93d00e83e00ea3effe93dffe83e01e93cffe83e00e73dffe93d00e83e00e83e00ea3d00e83d01e83d00e93e00e93fffe93e00e93e00e93f00e93effe93e00e83e00e83e00e93e,0,13.1,,,66.66666667,,,0,0,0,0,,20.39215686,1
56,46:55.0,0,fc98ff500368ffe83dffe93dffe83d01e83dffe83effe93e00e83effe93d00e93effe83d01e83d00e93e01e83d00e83f00e83e00e93d00e83f00e83e00e93e00e93e00e83d00e93effe83cffe93d00e93e,0,13.1,,,66.66666667,,,0,0,0,0,,20.39215686,1
57,46:56.0,0,fc28ff08039000e93d00e83d00e93effe93d00e83cffe93effe83dffe83fffe83e01e93e00e83e00e83e00e83dffe83e00e83d01ea3e00e93d00e83e00e93c00e83d00e83e00e93e00e83e00e93d00e83e,0,13.08,,,66.66666667,,,0,0,0,0,,20.39215686,1
58,46:57.0,0,fc80ff1803a8ffe83d00e83d00e93e00e83d00e93f00e93dffe73e00e93e01e93e00e83effe83e00e93dffe83cffe93d01e93d00e83d00e93d00e93d00ea3e00e73dffe83d00e83d00e83d00e93e00e93f,0,13.08,,,66.66666667,,,0,0,0,0,,20.39215686,1
59,46:58.0,0,fc48ff6003a000e83e00e93e00e93f01e83c00e93d01e83d00e83dffe73e00e83c00e93e00e83d00ea3f00e93fffe73d00e93d00e83d00e93e01e83dffe83e00e83e00e83d00e93e00e83f00e93e00e93d,0,13.08,,,66.66666667,,,0,0,0,0,,20.39215686,1
60,46:59.0,0,fc60ff58035800e83d00e83dffe83e00e83d01e93dffe83e00e93e00e93e00e93d00e93e00e83cffe93dffe83dffe73f00e93e00e93dffe73d00e93d00e93e00e83dffe83d00e83e00e93c01e93d00e93d,0,13.06,,,66.66666667,,,0,0,0,0,,20.39215686,1
61,47:00.0,0,fcb0ff18039001e83d00e83c00e93effe83dffe83d00e83e00e93e00e93d00ea3d00e83c00e83d01e83cffe73cffe83dffe93d00e93effe83fffe83dffe93d00e93effe83dffe83effe83e00e93d00ea3d,0,13.06,,,66.66666667,,,0,0,0,0,,20.39215686,1
62,47:01.0,0,fc68ff2003a0ffe83effe73e00e83f00e83e00e93effe83effe93effe93c00e73d01ea3d00e93effe83e00e93e00e93c00e93f00e83cffe83f01e93d00e83e00e83e00e83e00e73e00e83c00e93fffe83c,0,13.04,,,66.66666667,,,0,0,0,0,,20.39215686,1
63,47:02.0,0,fc60ff3003b801e83d02e93e00e83e01e93dffe93e00e83effe83e00e83dffe83dffe83d00e83dffe83e00e83e00e73c01e93e00e93d00e83c00e93d00e83cffe93effe93e00e83e00e93e00e83d00e93d,0,13.04,,,66.66666667,,,0,0,0,0,,20.39215686,1
64,47:03.0,0,fc70ff200390ffe73d00e83e00ea3e00ea3f00e93e00e83c00e93e00e83cffe93d00e93e00e93e00e83d00e83cffe83d00e73d00e940ffe83c00e93fffe73d00e83c00e93effe83d00e93effe93d00e83c,0,13.04,,,66.66666667,,,0,0,0,0,,20.39215686,1
65,47:04.0,0,fc40ff28038000e83d01e93dffe93e00e83d00e93c00e83e00e93d01e93f01e93dffe73d00e83cffe83cffe93dffe93d00e93d00e83d00e83d01e93e01e93e00e93effe93e00e83e00e73e00e93e00e73d,0,13.02,,,66.66666667,,,0,0,0,0,,20.39215686,1
66,47:05.0,0,fc78ff48036000e83e00e83d00e93e00e83d00ea3e00e83d01e83e00e93e00e93fffe83d00e93d00e83dffe73e00e93e00e93e00e83d01e83e00e83e01e93e00e93f01e83e00e93effe93e00e83b00e93e,0,13.02,,,66.66666667,,,0,0,0,0,,20.39215686,1
67,47:06.0,0,fc50ff1803c801e83e00e93f00e83d00ea3effe93effe83e00e93e00e73cffe73dffe83dffe83e00e73e00e73d00e83e01e93e01e93e00e93dffe83c00e93c01e83e00e93d00e93d00e83dffe93cffe83e,0,13.02,,,66.66666667,,,0,0,0,0,,20.39215686,1
68,47:07.0,0,fc40ff3803b800e93c00e93fffe93f01e93d00e83e00e73d00e83c00e93bffe83d00e83e00e93e00e83e00e93c01e83fffe93d01e93d01e93d00e93e01e93e00e83d01e93f00e93e00e83dffea3d00ea3e,0,13.02,,,66.66666667,,,0,0,0,0,,20.39215686,1
69,47:08.0,0,fc88ff180390ffe83effe83e00e83d01e93d01e83c00e93efee83d00e93dfee73dffe83dffe93d01e93d00e93efee93e00e83d00e83d01e83e00e93e00e93d01e83efee83e00e93d00e83effe93effe83d,0,13,,,66.66666667,,,0,0,0,0,,20.39215686,1
70,47:09.0,0,fc88ff380378ffe93d00e93f00e83d00e83d00e93e01e93effe83e00e83e00e83d01e93e00e93f00e83d00e73cffe93fffe83d00e93fffe83d00e83f00e93d00e83f00e83e00e83d01e83e00e83e00e93f,0,13,,,66.66666667,,,0,0,0,0,,20.39215686,1
71,47:10.0,0,fc78ff0803a8ffe83cfee83d00e93d00e93c00e83e00e83e00e83d00e83d00e93f00e93effe93d00ea3e00e93d00e83e00e93e00e93fffe83d00e93effe83dffe93d01ea3e00e93dffe93e00e83b00e93e,0,13,,,66.66666667,,,0,0,0,0,,20.39215686,1
72,47:11.0,0,fc70ff08038000e83c00e93d00e83fffe93c00e83d00e83e00e93e00e83f00e83effe93e00e93efee83f00e93effe83e00e83d01e83d00e73cffe93d00e83c00e93effe83b00e93dffea3effe93e00e93d,0,13,,,66.66666667,,,0,0,0,0,,20.39215686,1
73,47:12.0,0,fc50fef0039000e83e00e93efee73d00e83dffe83bffe83d01e83d00e93d01e93e00e93c00e93f00ea3d00e83e00e93effe93dffe93d00e83d01e93effe83dffe93d00ea3d00e83d00e83f01e93dffe83e,0,12.98,,,66.66666667,,,0,0,0,0,,20.39215686,1
74,47:13.0,0,fca8fef003d000e83d01e83d00e93d00e73d00e93e00e83d00e83e01e93d00e93d00e83d00e83c00e83d00e83cffe83effe83d00e93fffe83d00e93effe93d01ea3d00e93f00e93e00e93e00e93f00e83e,0,12.98,,,66.66666667,,,0,0,0,0,,20.39215686,1
75,47:14.0,0,fca0fef0039000e93e00e83d00e93e01e93d01e83d00e83d00e93d00e93effe93dffe73d00e93dffe83effe93dffe93c00e83d00e83d00e83c00e93dffe93e00e83e00e93d00e93d00e93f01e93d00e73d,0,12.98,,,66.66666667,,,0,0,0,0,,20.39215686,1
76,47:15.0,0,fc98ff3003d800e93e00e93f01e93d00e83dffe83b00e93d00e83effe93effe93c00e83cffe83ffee73dffe83e01e93e00e93e00e83d00ea3f00e83dffe93c00e93d00e83e00e93d00e83d00e83dffe83e,0,12.98,,,66.66666667,,,0,0,0,0,,20.39215686,1
77,47:16.0,0,fc88ff0003a8ffe83dffe83d00ea3d00e93dffe83fffe83e00e83d00e83d00e83e00e93dffea3cffe83dffe93e00e83d01e93d00ea3f00e93e00e93cffe93d00e83effe93f00e83dffe93e00e83d00e93e,0,12.96,,,66.66666667,,,0,0,0,0,,20.39215686,1
78,47:17.0,0,fc48ff0803b800e83e00e83d00e83d00e93d00e83e00e83f00ea3d01e93fffe93d00e83e00e83d00e83d00e93d00e83f01e93c00e93dffe83e00e93e00e83d00e83c00ea3d00e83c00e83dffe73effe83e,0,12.96,,,66.66666667,,,0,0,0,0,,20.39215686,1
79,47:18.0,0,fc68ff2003a800e83effe83e00e83e00e93e00e83d00e93d00e93effe83c00e93f01e83d01e83d00e93cffe93dffe73dffe93d00e73cffe83d01e83d00e83d00e93f00e93d00e83cffe93dffe93d00e83e,0,12.96,,,66.66666667,,,0,0,0,0,,20.39215686,1
80,47:19.0,0,fc60ff180388ffe83d00e83d01e83e00e93effe93dffe73cffe93d00e93f00e93dffe73e00e83c00e83e01e93f00e93e00e83dffe73dffe83e00e93f00ea3f00e93dffe93d00e93fffe83c01ea3d00e83e,0,12.96,,,66.66666667,,,0,0,0,0,,20.39215686,1
81,47:20.0,0,fc28fef0034800e93e00ea3e00e83c00e83e00e93e01ea3d01e93efee93effe83e00e93efee83effe83effe83f00e93e00e93e00e93dffe83d01e83d00e83e01e83efee83e00e93fffe93e00e83d00e93d,0,12.96,,,66.66666667,,,0,0,0,0,,20.39215686,1
82,47:21.0,0,fc90ff0803c000e83d00e93f00e93e00e93effe73d01e93effe83dffe83d00e93e00ea3fffe93d01e93effe83dffe93c00e83d00e93d00e83c00e93d00e83e00e93e00e83d00e93e00e83effe83e01e73c,0,12.94,,,66.66666667,,,0,0,0,0,,20.39215686,1
83,47:22.0,0,fc60ff3003b800e93f00e93f00e83fffe93f01ea3fffe83dffe93effe73e00e83d00e83d00e93d01e93e00e83c01e83c00e93effe83effe83c00e83effe93d00e93e01e83e01e93d00e93d00e93d00e83e,0,12.94,,,66.66666667,,,0,0,0,0,,20.39215686,1
84,47:23.0,0,fc80fee8039000e93d00e93e01ea3dffe93f00e93effe83dffe83dffe83e00e83dffe73d00e93d00e93effe83d01ea3d00e93e00e83dffe93d01e83e00e73f01e93dffe93d00e93e00e93d00e93effe93d,0,12.94,,,66.66666667,,,0,0,0,0,,20.39215686,1
85,47:24.0,0,fc88ff20035800e83c00e93dfee93d01e83d00e83d01e93c00e93d00e93e00e93f01e93c00e93f00e93d00e83dffea3e00e83dffe83dffe93e00e83d00e83e00ea40ffe63cffe83f00e93effe93c00e83c,0,12.94,,,66.66666667,,,0,0,0,0,,20.39215686,1
86,47:25.0,0,fc48ff180350ffe73d01e83dffe73effe73d01e83dffe83effe83effe83dffe83d00e93c01ea3f01e93e00e83effe83effe83d00e93d00e83e00ea3e00ea3d00e83dfee83fffe83d00e73d00e93d01e83e,0,12.94,,,66.66666667,,,0,0,0,0,,20.39215686,1
87,47:26.0,0,fc68ff08038800e83d00e83effe73c00e83dffe83c00e83c01e93d01e93e00e83f00e93f00e93d00e83dffea3d00e83effe83c00e83d00e93effe93e00e93fffe83c00e83f00e93e00e83d00e93e00e83e,0,12.92,,,66.66666667,,,0,0,0,0,,20.39215686,1
88,47:27.0,0,fc70ff38038000ea3e00e83d00e93e00e83c00e93e00e93e01ea3f00e93f00e83f01e83d00ea3effe83e00e93e00ea3e00ea3dffe83e00e93dffe73d00e83d00e93e00e83d00e83d00e83e00e93d00e83d,0,12.92,,,66.66666667,,,0,0,0,0,,20.39215686,1
89,47:28.0,0,fc88ff400330ffe83d00ea3d01e93e01e93e00e73d00e73f00e83effe83d00e83f00e93cffe93d00e93d01e93d00e93d00e93e00e93e00e83f01e93f00e83e00e93effe83c00e83c00e93d01ea3effe83d,0,12.92,,,66.66666667,,,0,0,0,0,,20.39215686,1
90,47:29.0,0,fcb0ff18038001e73cffea3e00e93f00e93e00e83e00e83e00e93e00e93d00e93d01e83d00e83d01e93c01e93d00e83d01e83c00e73d00e83dffe83dffe73e00e93effe83effe93d00e83e00e93e01e93f,0,12.92,,,66.66666667,,,0,0,0,0,,20.39215686,1
